,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year,Sprint
42,42,42,1B,,Caught Stealing 2B,516416,Jean Segura,434671,Aníbal Sánchez,457803,Jay Bruce,R,Kurt Suzuki,435559,2,0,2,True,2020-09-21,Caught,2B,2020,2021,26.0,2021,26.0,2021,26.0
43,43,43,1B,2B,Stolen Base 2B,621446,Lewis Brinson,641851,Kyle McGowin,446481,Sean Rodríguez,R,Kurt Suzuki,435559,6,2,3,False,2020-09-18,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
44,44,44,1B,2B,Stolen Base 2B,670712,Mike Brosseau,434671,Aníbal Sánchez,660294,Yoshi Tsutsugo,R,Kurt Suzuki,435559,0,0,1,False,2020-09-15,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
45,45,45,1B,2B,Stolen Base 2B,663993,Nathaniel Lowe,434671,Aníbal Sánchez,642715,Willy Adames,R,Kurt Suzuki,435559,2,0,4,False,2020-09-15,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
46,46,46,1B,2B,Stolen Base 2B,595281,Kevin Kiermaier,434671,Aníbal Sánchez,607345,Kevan Smith,R,Kurt Suzuki,435559,2,0,4,False,2020-09-15,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
47,47,47,1B,2B,Stolen Base 2B,640457,Austin Meadows,434671,Aníbal Sánchez,664040,Brandon Lowe,R,Kurt Suzuki,435559,2,0,5,False,2020-09-15,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
48,48,48,1B,2B,Stolen Base 2B,622534,Manuel Margot,502578,Aaron Barrett,663993,Nathaniel Lowe,R,Kurt Suzuki,435559,6,1,7,False,2020-09-15,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
49,49,49,1B,2B,Stolen Base 2B,518692,Freddie Freeman,453286,Max Scherzer,542303,Marcell Ozuna,R,Kurt Suzuki,435559,1,1,3,True,2020-09-13,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
50,50,50,1B,2B,Stolen Base 2B,595281,Kevin Kiermaier,434671,Aníbal Sánchez,642715,Willy Adames,R,Kurt Suzuki,435559,1,0,2,True,2020-09-08,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
51,51,51,1B,2B,Stolen Base 2B,622534,Manuel Margot,434671,Aníbal Sánchez,595281,Kevin Kiermaier,R,Kurt Suzuki,435559,4,0,4,True,2020-09-08,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
52,52,52,1B,2B,Stolen Base 2B,621563,Joey Wendle,453286,Max Scherzer,596847,Ji Man Choi,R,Kurt Suzuki,435559,1,0,3,True,2020-09-07,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
53,53,53,1B,2B,Stolen Base 2B,592663,J.T. Realmuto,453286,Max Scherzer,457803,Jay Bruce,R,Kurt Suzuki,435559,0,0,1,False,2020-09-02,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
54,54,54,1B,2B,Stolen Base 2B,592663,J.T. Realmuto,453286,Max Scherzer,457803,Jay Bruce,R,Kurt Suzuki,435559,0,0,4,False,2020-09-02,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
55,55,55,1B,,Caught Stealing 2B,547180,Bryce Harper,663432,Tanner Rainey,592663,J.T. Realmuto,R,Kurt Suzuki,435559,3,0,7,False,2020-09-02,Caught,2B,2020,2021,26.0,2021,26.0,2021,26.0
56,56,56,1B,2B,Stolen Base 2B,657077,Alex Verdugo,434671,Aníbal Sánchez,646240,Rafael Devers,R,Kurt Suzuki,435559,5,3,5,False,2020-08-29,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
57,57,57,2B,3B,Stolen Base 3B,593428,Xander Bogaerts,593833,Wander Suero,607680,Kevin Pillar,R,Kurt Suzuki,435559,5,3,6,False,2020-08-29,Stolen,3B,2020,2021,26.0,2021,26.0,2021,26.0
58,58,58,1B,2B,Stolen Base 2B,596451,Roman Quinn,593833,Wander Suero,457705,Andrew McCutchen,R,Kurt Suzuki,435559,6,5,6,True,2020-08-27,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
59,59,59,1B,2B,Stolen Base 2B,457705,Andrew McCutchen,607200,Erick Fedde,656555,Rhys Hoskins,R,Kurt Suzuki,435559,0,0,1,True,2020-08-25,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
60,60,60,1B,2B,Stolen Base 2B,596451,Roman Quinn,607200,Erick Fedde,664068,Scott Kingery,R,Kurt Suzuki,435559,1,4,4,True,2020-08-25,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
61,61,61,1B,2B,Stolen Base 2B,596451,Roman Quinn,593833,Wander Suero,664068,Scott Kingery,R,Kurt Suzuki,435559,2,4,7,True,2020-08-25,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
62,62,62,1B,2B,Stolen Base 2B,457705,Andrew McCutchen,593833,Wander Suero,656555,Rhys Hoskins,R,Kurt Suzuki,435559,2,5,7,True,2020-08-25,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
63,63,63,2B,3B,Stolen Base 3B,542340,Jonathan Villar,453286,Max Scherzer,459964,Matt Joyce,R,Kurt Suzuki,435559,2,0,3,True,2020-08-22,Stolen,3B,2020,2021,26.0,2021,26.0,2021,26.0
64,64,64,1B,2B,Stolen Base 2B,542255,Ender Inciarte,434671,Aníbal Sánchez,621020,Dansby Swanson,R,Kurt Suzuki,435559,3,4,4,False,2020-08-17,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
65,65,65,2B,3B,Stolen Base 3B,623205,Andrew Velazquez,663432,Tanner Rainey,596105,Dwight Smith Jr.,R,Kurt Suzuki,435559,5,6,8,False,2020-08-16,Stolen,3B,2020,2021,26.0,2021,26.0,2021,26.0
66,66,66,1B,2B,Stolen Base 2B,665926,Andrés Giménez,434671,Aníbal Sánchez,467092,Wilson Ramos,R,Kurt Suzuki,435559,4,3,1,False,2020-08-12,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
67,67,67,1B,2B,Stolen Base 2B,641645,Luis Guillorme,434671,Aníbal Sánchez,605204,J.D. Davis,R,Kurt Suzuki,435559,4,3,2,False,2020-08-12,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
68,68,68,1B,,Caught Stealing 2B,547004,Rio Ruiz,608723,Austin Voth,600524,Renato Núñez,R,Kurt Suzuki,435559,0,0,2,True,2020-08-08,Caught,2B,2020,2021,26.0,2021,26.0,2021,26.0
69,69,69,1B,2B,Stolen Base 2B,600474,Pedro Severino,607560,Ryne Harper,448801,Chris Davis,R,Kurt Suzuki,435559,3,5,9,True,2020-08-08,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
70,70,70,1B,2B,Stolen Base 2B,571740,Billy Hamilton,607200,Erick Fedde,607043,Brandon Nimmo,R,Kurt Suzuki,435559,1,2,4,True,2020-08-05,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
71,71,71,1B,2B,Stolen Base 2B,621446,Lewis Brinson,641851,Kyle McGowin,446481,Sean Rodríguez,R,Kurt Suzuki,435559,6,2,3,False,2020-08-01,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
72,72,72,1B,,Caught Stealing 2B,606192,Teoscar Hernández,607200,Erick Fedde,605233,Derek Fisher,R,Kurt Suzuki,435559,1,0,2,False,2020-07-30,Caught,2B,2020,2021,26.0,2021,26.0,2021,26.0
73,73,73,1B,2B,Stolen Base 2B,546990,Anthony Alford,453286,Max Scherzer,669289,Santiago Espinal,R,Kurt Suzuki,435559,0,0,8,False,2020-07-29,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
74,74,74,1B,2B,Stolen Base 2B,596451,Roman Quinn,453286,Max Scherzer,547180,Bryce Harper,R,Kurt Suzuki,435559,0,0,1,True,2020-07-18,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
75,75,75,1B,,Caught Stealing 2B,516416,Jean Segura,453286,Max Scherzer,457803,Jay Bruce,R,Kurt Suzuki,435559,0,3,1,True,2020-07-18,Caught,2B,2020,2021,26.0,2021,26.0,2021,26.0
76,76,76,1B,2B,Stolen Base 2B,624413,Pete Alonso,434671,Aníbal Sánchez,641645,Luis Guillorme,R,Kurt Suzuki,435559,0,0,2,True,2020-09-26,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
77,77,77,1B,2B,Stolen Base 2B,624413,Pete Alonso,434671,Aníbal Sánchez,641645,Luis Guillorme,R,Kurt Suzuki,435559,0,0,2,True,2020-09-25,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
78,78,78,1B,2B,Stolen Base 2B,596451,Roman Quinn,593833,Wander Suero,457705,Andrew McCutchen,R,Kurt Suzuki,435559,6,5,6,True,2020-09-22,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
79,79,79,1B,,Caught Stealing 2B,664761,Alec Bohm,434671,Aníbal Sánchez,544369,Didi Gregorius,R,Kurt Suzuki,435559,0,0,1,True,2020-09-21,Caught,2B,2020,2021,26.0,2021,26.0,2021,26.0
80,80,80,1B,,Caught Stealing 2B,516416,Jean Segura,434671,Aníbal Sánchez,457803,Jay Bruce,R,Kurt Suzuki,435559,2,0,2,True,2020-09-21,Caught,2B,2020,2021,26.0,2021,26.0,2021,26.0
81,81,81,1B,2B,Stolen Base 2B,621446,Lewis Brinson,641851,Kyle McGowin,446481,Sean Rodríguez,R,Kurt Suzuki,435559,6,2,3,False,2020-09-18,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
82,82,82,1B,2B,Stolen Base 2B,670712,Mike Brosseau,434671,Aníbal Sánchez,660294,Yoshi Tsutsugo,R,Kurt Suzuki,435559,0,0,1,False,2020-09-15,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
83,83,83,1B,2B,Stolen Base 2B,663993,Nathaniel Lowe,434671,Aníbal Sánchez,642715,Willy Adames,R,Kurt Suzuki,435559,2,0,4,False,2020-09-15,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
84,84,84,1B,2B,Stolen Base 2B,595281,Kevin Kiermaier,434671,Aníbal Sánchez,607345,Kevan Smith,R,Kurt Suzuki,435559,2,0,4,False,2020-09-15,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
85,85,85,1B,2B,Stolen Base 2B,640457,Austin Meadows,434671,Aníbal Sánchez,664040,Brandon Lowe,R,Kurt Suzuki,435559,2,0,5,False,2020-09-15,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
86,86,86,1B,2B,Stolen Base 2B,622534,Manuel Margot,502578,Aaron Barrett,663993,Nathaniel Lowe,R,Kurt Suzuki,435559,6,1,7,False,2020-09-15,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
87,87,87,1B,2B,Stolen Base 2B,518692,Freddie Freeman,453286,Max Scherzer,542303,Marcell Ozuna,R,Kurt Suzuki,435559,1,1,3,True,2020-09-13,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
88,88,88,1B,2B,Stolen Base 2B,595281,Kevin Kiermaier,434671,Aníbal Sánchez,642715,Willy Adames,R,Kurt Suzuki,435559,1,0,2,True,2020-09-08,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
89,89,89,1B,2B,Stolen Base 2B,622534,Manuel Margot,434671,Aníbal Sánchez,595281,Kevin Kiermaier,R,Kurt Suzuki,435559,4,0,4,True,2020-09-08,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
90,90,90,1B,2B,Stolen Base 2B,621563,Joey Wendle,453286,Max Scherzer,596847,Ji Man Choi,R,Kurt Suzuki,435559,1,0,3,True,2020-09-07,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
91,91,91,1B,2B,Stolen Base 2B,592663,J.T. Realmuto,453286,Max Scherzer,457803,Jay Bruce,R,Kurt Suzuki,435559,0,0,1,False,2020-09-02,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
92,92,92,1B,2B,Stolen Base 2B,592663,J.T. Realmuto,453286,Max Scherzer,457803,Jay Bruce,R,Kurt Suzuki,435559,0,0,4,False,2020-09-02,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
93,93,93,1B,,Caught Stealing 2B,547180,Bryce Harper,663432,Tanner Rainey,592663,J.T. Realmuto,R,Kurt Suzuki,435559,3,0,7,False,2020-09-02,Caught,2B,2020,2021,26.0,2021,26.0,2021,26.0
94,94,94,1B,2B,Stolen Base 2B,657077,Alex Verdugo,434671,Aníbal Sánchez,646240,Rafael Devers,R,Kurt Suzuki,435559,5,3,5,False,2020-08-29,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
95,95,95,2B,3B,Stolen Base 3B,593428,Xander Bogaerts,593833,Wander Suero,607680,Kevin Pillar,R,Kurt Suzuki,435559,5,3,6,False,2020-08-29,Stolen,3B,2020,2021,26.0,2021,26.0,2021,26.0
96,96,96,1B,2B,Stolen Base 2B,596451,Roman Quinn,593833,Wander Suero,457705,Andrew McCutchen,R,Kurt Suzuki,435559,6,5,6,True,2020-08-27,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
97,97,97,1B,2B,Stolen Base 2B,457705,Andrew McCutchen,607200,Erick Fedde,656555,Rhys Hoskins,R,Kurt Suzuki,435559,0,0,1,True,2020-08-25,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
98,98,98,1B,2B,Stolen Base 2B,596451,Roman Quinn,607200,Erick Fedde,664068,Scott Kingery,R,Kurt Suzuki,435559,1,4,4,True,2020-08-25,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
99,99,99,1B,2B,Stolen Base 2B,596451,Roman Quinn,593833,Wander Suero,664068,Scott Kingery,R,Kurt Suzuki,435559,2,4,7,True,2020-08-25,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
100,100,100,1B,2B,Stolen Base 2B,457705,Andrew McCutchen,593833,Wander Suero,656555,Rhys Hoskins,R,Kurt Suzuki,435559,2,5,7,True,2020-08-25,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
101,101,101,2B,3B,Stolen Base 3B,542340,Jonathan Villar,453286,Max Scherzer,459964,Matt Joyce,R,Kurt Suzuki,435559,2,0,3,True,2020-08-22,Stolen,3B,2020,2021,26.0,2021,26.0,2021,26.0
102,102,102,1B,2B,Stolen Base 2B,542255,Ender Inciarte,434671,Aníbal Sánchez,621020,Dansby Swanson,R,Kurt Suzuki,435559,3,4,4,False,2020-08-17,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
103,103,103,2B,3B,Stolen Base 3B,623205,Andrew Velazquez,663432,Tanner Rainey,596105,Dwight Smith Jr.,R,Kurt Suzuki,435559,5,6,8,False,2020-08-16,Stolen,3B,2020,2021,26.0,2021,26.0,2021,26.0
104,104,104,1B,2B,Stolen Base 2B,665926,Andrés Giménez,434671,Aníbal Sánchez,467092,Wilson Ramos,R,Kurt Suzuki,435559,4,3,1,False,2020-08-12,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
105,105,105,1B,2B,Stolen Base 2B,641645,Luis Guillorme,434671,Aníbal Sánchez,605204,J.D. Davis,R,Kurt Suzuki,435559,4,3,2,False,2020-08-12,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
106,106,106,1B,,Caught Stealing 2B,547004,Rio Ruiz,608723,Austin Voth,600524,Renato Núñez,R,Kurt Suzuki,435559,0,0,2,True,2020-08-08,Caught,2B,2020,2021,26.0,2021,26.0,2021,26.0
107,107,107,1B,2B,Stolen Base 2B,600474,Pedro Severino,607560,Ryne Harper,448801,Chris Davis,R,Kurt Suzuki,435559,3,5,9,True,2020-08-08,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
108,108,108,1B,2B,Stolen Base 2B,571740,Billy Hamilton,607200,Erick Fedde,607043,Brandon Nimmo,R,Kurt Suzuki,435559,1,2,4,True,2020-08-05,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
109,109,109,1B,2B,Stolen Base 2B,621446,Lewis Brinson,641851,Kyle McGowin,446481,Sean Rodríguez,R,Kurt Suzuki,435559,6,2,3,False,2020-08-01,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
110,110,110,1B,,Caught Stealing 2B,606192,Teoscar Hernández,607200,Erick Fedde,605233,Derek Fisher,R,Kurt Suzuki,435559,1,0,2,False,2020-07-30,Caught,2B,2020,2021,26.0,2021,26.0,2021,26.0
111,111,111,1B,2B,Stolen Base 2B,546990,Anthony Alford,453286,Max Scherzer,669289,Santiago Espinal,R,Kurt Suzuki,435559,0,0,8,False,2020-07-29,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
112,112,112,1B,2B,Stolen Base 2B,596451,Roman Quinn,453286,Max Scherzer,547180,Bryce Harper,R,Kurt Suzuki,435559,0,0,1,True,2020-07-18,Stolen,2B,2020,2021,26.0,2021,26.0,2021,26.0
113,113,113,1B,,Caught Stealing 2B,516416,Jean Segura,453286,Max Scherzer,457803,Jay Bruce,R,Kurt Suzuki,435559,0,3,1,True,2020-07-18,Caught,2B,2020,2021,26.0,2021,26.0,2021,26.0
