,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
10,10,10,10,10,10,1B,2B,Stolen Base 2B,571976,Wil Myers,592869,Tyler Wilson,461314,Matt Kemp,R,Francisco Peña,506747,2,3,4,True,2016-06-21,Stolen,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
11,11,11,11,11,11,1B,,Caught Stealing 2B,485567,Ezequiel Carrera,605541,Mike Wright Jr.,518626,Josh Donaldson,R,Francisco Peña,506747,3,3,5,False,2016-06-11,Caught,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
12,12,12,12,12,12,1B,2B,Stolen Base 2B,449181,Paulo Orlando,434622,Ubaldo Jiménez,596144,Cheslor Cuthbert,R,Francisco Peña,506747,4,0,2,True,2016-06-07,Stolen,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
13,13,13,13,13,13,1B,,Caught Stealing 2B,593160,Whit Merrifield,434622,Ubaldo Jiménez,456715,Lorenzo Cain,R,Francisco Peña,506747,5,0,3,True,2016-06-07,Caught,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
14,14,14,14,14,14,1B,,Caught Stealing 2B,434670,Hanley Ramirez,571710,Mychal Givens,596119,Blake Swihart,R,Francisco Peña,506747,4,5,6,True,2016-06-02,Caught,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
15,15,15,15,15,15,3B,score,Stolen Base Home,544369,Didi Gregorius,605164,Dylan Bundy,435263,Brian McCann,R,Francisco Peña,506747,4,2,3,False,2016-08-27,Stolen,Home,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
16,16,16,16,16,16,1B,2B,Stolen Base 2B,516770,Starlin Castro,605164,Dylan Bundy,435263,Brian McCann,R,Francisco Peña,506747,4,2,3,False,2016-08-27,Stolen,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
17,17,17,17,17,17,1B,2B,Stolen Base 2B,621043,Carlos Correa,451596,Yovani Gallardo,594828,Evan Gattis,R,Francisco Peña,506747,0,0,4,True,2016-08-21,Stolen,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
18,18,18,18,18,18,1B,,Caught Stealing 2B,606192,Teoscar Hernández,592170,Parker Bridwell,608324,Alex Bregman,R,Francisco Peña,506747,2,5,9,True,2016-08-21,Caught,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
19,19,19,19,19,19,1B,2B,Stolen Base 2B,608671,Travis Jankowski,592869,Tyler Wilson,461314,Matt Kemp,R,Francisco Peña,506747,0,1,1,True,2016-06-21,Stolen,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
20,20,20,20,20,20,1B,2B,Stolen Base 2B,571976,Wil Myers,592869,Tyler Wilson,461314,Matt Kemp,R,Francisco Peña,506747,2,3,4,True,2016-06-21,Stolen,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
21,21,21,21,21,21,1B,,Caught Stealing 2B,485567,Ezequiel Carrera,605541,Mike Wright Jr.,518626,Josh Donaldson,R,Francisco Peña,506747,3,3,5,False,2016-06-11,Caught,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
22,22,22,22,22,22,1B,2B,Stolen Base 2B,449181,Paulo Orlando,434622,Ubaldo Jiménez,596144,Cheslor Cuthbert,R,Francisco Peña,506747,4,0,2,True,2016-06-07,Stolen,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
23,23,23,23,23,23,1B,,Caught Stealing 2B,593160,Whit Merrifield,434622,Ubaldo Jiménez,456715,Lorenzo Cain,R,Francisco Peña,506747,5,0,3,True,2016-06-07,Caught,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
24,24,24,24,24,24,1B,,Caught Stealing 2B,434670,Hanley Ramirez,571710,Mychal Givens,596119,Blake Swihart,R,Francisco Peña,506747,4,5,6,True,2016-06-02,Caught,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
25,25,25,25,25,25,3B,score,Stolen Base Home,544369,Didi Gregorius,605164,Dylan Bundy,435263,Brian McCann,R,Francisco Peña,506747,4,2,3,False,2016-08-27,Stolen,Home,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
26,26,26,26,26,26,1B,2B,Stolen Base 2B,516770,Starlin Castro,605164,Dylan Bundy,435263,Brian McCann,R,Francisco Peña,506747,4,2,3,False,2016-08-27,Stolen,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
27,27,27,27,27,27,1B,2B,Stolen Base 2B,621043,Carlos Correa,451596,Yovani Gallardo,594828,Evan Gattis,R,Francisco Peña,506747,0,0,4,True,2016-08-21,Stolen,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
28,28,28,28,28,28,1B,,Caught Stealing 2B,606192,Teoscar Hernández,592170,Parker Bridwell,608324,Alex Bregman,R,Francisco Peña,506747,2,5,9,True,2016-08-21,Caught,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
29,29,29,29,29,29,1B,2B,Stolen Base 2B,608671,Travis Jankowski,592869,Tyler Wilson,461314,Matt Kemp,R,Francisco Peña,506747,0,1,1,True,2016-06-21,Stolen,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
30,30,30,30,30,30,1B,2B,Stolen Base 2B,571976,Wil Myers,592869,Tyler Wilson,461314,Matt Kemp,R,Francisco Peña,506747,2,3,4,True,2016-06-21,Stolen,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
31,31,31,31,31,31,1B,,Caught Stealing 2B,485567,Ezequiel Carrera,605541,Mike Wright Jr.,518626,Josh Donaldson,R,Francisco Peña,506747,3,3,5,False,2016-06-11,Caught,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
32,32,32,32,32,32,1B,2B,Stolen Base 2B,449181,Paulo Orlando,434622,Ubaldo Jiménez,596144,Cheslor Cuthbert,R,Francisco Peña,506747,4,0,2,True,2016-06-07,Stolen,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
33,33,33,33,33,33,1B,,Caught Stealing 2B,593160,Whit Merrifield,434622,Ubaldo Jiménez,456715,Lorenzo Cain,R,Francisco Peña,506747,5,0,3,True,2016-06-07,Caught,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
34,34,34,34,34,34,1B,,Caught Stealing 2B,434670,Hanley Ramirez,571710,Mychal Givens,596119,Blake Swihart,R,Francisco Peña,506747,4,5,6,True,2016-06-02,Caught,2B,2016,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4,2017,26.4
