,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
43,43,1B,2B,Stolen Base 2B,679032,Johan Rojas,608638,JT Chargois,664761,Alec Bohm,R,Nick Fortes,663743,2,5,8,True,2023-08-02,Stolen,2B,2023,2024,26.3,2024,26.3
44,44,1B,2B,Stolen Base 2B,681082,Bryson Stott,677053,Andrew Nardi,607208,Trea Turner,L,Nick Fortes,663743,4,5,9,True,2023-08-02,Stolen,2B,2023,2024,26.3,2024,26.3
45,45,1B,2B,Stolen Base 2B,664761,Alec Bohm,665795,Edward Cabrera,592663,J.T. Realmuto,R,Nick Fortes,663743,0,0,1,True,2023-07-31,Stolen,2B,2023,2024,26.3,2024,26.3
46,46,1B,2B,Stolen Base 2B,595879,Javier Báez,666129,Braxton Garrett,408234,Miguel Cabrera,L,Nick Fortes,663743,2,0,2,True,2023-07-28,Stolen,2B,2023,2024,26.3,2024,26.3
47,47,1B,2B,Stolen Base 2B,665155,Nick Maton,656945,Tanner Scott,682985,Riley Greene,L,Nick Fortes,663743,4,1,7,True,2023-07-28,Stolen,2B,2023,2024,26.3,2024,26.3
48,48,1B,2B,Stolen Base 2B,666134,Nolan Jones,640462,A.J. Puk,669911,Michael Toglia,L,Nick Fortes,663743,2,2,9,True,2023-07-23,Stolen,2B,2023,2024,26.3,2024,26.3
49,49,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,665795,Edward Cabrera,571448,Nolan Arenado,R,Nick Fortes,663743,0,0,4,False,2023-07-18,Stolen,2B,2023,2024,26.3,2024,26.3
50,50,1B,,Caught Stealing 2B,657557,Paul DeJong,663773,Bryan Hoeing,671056,Iván Herrera,R,Nick Fortes,663743,6,4,7,False,2023-07-17,Caught,2B,2023,2024,26.3,2024,26.3
51,51,1B,2B,Stolen Base 2B,623993,Anthony Santander,608638,JT Chargois,543305,Aaron Hicks,R,Nick Fortes,663743,6,5,7,False,2023-07-15,Stolen,2B,2023,2024,26.3,2024,26.3
52,52,1B,2B,Stolen Base 2B,681082,Bryson Stott,666200,Jesús Luzardo,624641,Edmundo Sosa,L,Nick Fortes,663743,2,0,2,True,2023-07-09,Stolen,2B,2023,2024,26.3,2024,26.3
53,53,1B,2B,Stolen Base 2B,665506,Cristian Pache,666200,Jesús Luzardo,607208,Trea Turner,L,Nick Fortes,663743,2,0,3,True,2023-07-09,Stolen,2B,2023,2024,26.3,2024,26.3
54,54,2B,,Caught Stealing 3B,547180,Bryce Harper,666129,Braxton Garrett,664761,Alec Bohm,L,Nick Fortes,663743,3,3,3,True,2023-07-08,Caught,3B,2023,2024,26.3,2024,26.3
55,55,1B,2B,Stolen Base 2B,666185,Dylan Carlson,691587,Eury Pérez,680977,Brendan Donovan,R,Nick Fortes,663743,0,0,3,True,2023-07-06,Stolen,2B,2023,2024,26.3,2024,26.3
56,56,1B,2B,Stolen Base 2B,657557,Paul DeJong,666129,Braxton Garrett,666185,Dylan Carlson,L,Nick Fortes,663743,2,2,4,True,2023-07-03,Stolen,2B,2023,2024,26.3,2024,26.3
57,57,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,645261,Sandy Alcantara,645277,Ozzie Albies,R,Nick Fortes,663743,0,0,1,False,2023-07-02,Stolen,2B,2023,2024,26.3,2024,26.3
58,58,1B,2B,Stolen Base 2B,671739,Michael Harris II,645261,Sandy Alcantara,660670,Ronald Acuña Jr.,R,Nick Fortes,663743,2,2,5,False,2023-07-02,Stolen,2B,2023,2024,26.3,2024,26.3
59,59,2B,3B,Stolen Base 3B,660670,Ronald Acuña Jr.,571670,Dylan Floro,645277,Ozzie Albies,R,Nick Fortes,663743,4,3,7,False,2023-07-02,Stolen,3B,2023,2024,26.3,2024,26.3
60,60,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,605151,Archie Bradley,645277,Ozzie Albies,R,Nick Fortes,663743,7,3,4,False,2023-06-30,Stolen,2B,2023,2024,26.3,2024,26.3
61,61,2B,,Caught Stealing 3B,660670,Ronald Acuña Jr.,605151,Archie Bradley,645277,Ozzie Albies,R,Nick Fortes,663743,7,3,4,False,2023-06-30,Caught,3B,2023,2024,26.3,2024,26.3
62,62,1B,,Caught Stealing 2B,666152,David Hamilton,666129,Braxton Garrett,657077,Alex Verdugo,L,Nick Fortes,663743,0,1,3,False,2023-06-28,Caught,2B,2023,2024,26.3,2024,26.3
63,63,1B,2B,Stolen Base 2B,680776,Jarren Duran,623211,Huascar Brazobán,571771,Enrique Hernández,R,Nick Fortes,663743,1,4,7,False,2023-06-28,Stolen,2B,2023,2024,26.3,2024,26.3
64,64,1B,2B,Stolen Base 2B,680779,Henry Davis,656945,Tanner Scott,666801,Rodolfo Castro,L,Nick Fortes,663743,1,0,8,True,2023-06-23,Stolen,2B,2023,2024,26.3,2024,26.3
65,65,2B,3B,Stolen Base 3B,641943,Joshua Palacios,640462,A.J. Puk,656582,Connor Joe,L,Nick Fortes,663743,1,1,9,True,2023-06-23,Stolen,3B,2023,2024,26.3,2024,26.3
66,66,1B,2B,Stolen Base 2B,457705,Andrew McCutchen,640462,A.J. Puk,656582,Connor Joe,L,Nick Fortes,663743,1,1,9,True,2023-06-23,Stolen,2B,2023,2024,26.3,2024,26.3
67,67,2B,3B,Stolen Base 3B,457705,Andrew McCutchen,640462,A.J. Puk,467793,Carlos Santana,L,Nick Fortes,663743,1,2,9,True,2023-06-23,Stolen,3B,2023,2024,26.3,2024,26.3
68,68,1B,,Caught Stealing 2B,672779,Tucupita Marcano,571670,Dylan Floro,693304,Nick Gonzales,R,Nick Fortes,663743,1,3,9,True,2023-06-23,Caught,2B,2023,2024,26.3,2024,26.3
69,69,2B,3B,Stolen Base 3B,467793,Carlos Santana,666129,Braxton Garrett,666801,Rodolfo Castro,L,Nick Fortes,663743,1,2,4,True,2023-06-22,Stolen,3B,2023,2024,26.3,2024,26.3
70,70,1B,2B,Stolen Base 2B,595281,Kevin Kiermaier,645261,Sandy Alcantara,543807,George Springer,R,Nick Fortes,663743,0,4,2,True,2023-06-21,Stolen,2B,2023,2024,26.3,2024,26.3
71,71,1B,2B,Stolen Base 2B,543807,George Springer,656945,Tanner Scott,593160,Whit Merrifield,L,Nick Fortes,663743,0,2,8,True,2023-06-20,Stolen,2B,2023,2024,26.3,2024,26.3
72,72,1B,2B,Stolen Base 2B,640449,Clint Frazier,623211,Huascar Brazobán,673357,Luis Robert Jr.,R,Nick Fortes,663743,5,1,7,False,2023-06-11,Stolen,2B,2023,2024,26.3,2024,26.3
73,73,1B,2B,Stolen Base 2B,641313,Tim Anderson,691587,Eury Pérez,643217,Andrew Benintendi,R,Nick Fortes,663743,1,0,3,False,2023-06-09,Stolen,2B,2023,2024,26.3,2024,26.3
74,74,1B,2B,Stolen Base 2B,677951,Bobby Witt Jr.,666129,Braxton Garrett,669004,MJ Melendez,L,Nick Fortes,663743,0,4,3,True,2023-06-05,Stolen,2B,2023,2024,26.3,2024,26.3
75,75,1B,2B,Stolen Base 2B,669004,MJ Melendez,666129,Braxton Garrett,521692,Salvador Perez,L,Nick Fortes,663743,0,4,3,True,2023-06-05,Stolen,2B,2023,2024,26.3,2024,26.3
76,76,1B,2B,Stolen Base 2B,672580,Maikel Garcia,623211,Huascar Brazobán,670032,Nicky Lopez,R,Nick Fortes,663743,7,4,6,True,2023-06-05,Stolen,2B,2023,2024,26.3,2024,26.3
77,77,1B,2B,Stolen Base 2B,607054,Jace Peterson,645261,Sandy Alcantara,669127,Shea Langeliers,R,Nick Fortes,663743,1,0,3,True,2023-06-04,Stolen,2B,2023,2024,26.3,2024,26.3
78,78,2B,3B,Stolen Base 3B,657656,Ramón Laureano,645261,Sandy Alcantara,668709,JJ Bleday,R,Nick Fortes,663743,1,5,3,True,2023-06-04,Stolen,3B,2023,2024,26.3,2024,26.3
79,79,2B,3B,Stolen Base 3B,673490,Ha-Seong Kim,666200,Jesús Luzardo,665487,Fernando Tatis Jr.,L,Nick Fortes,663743,1,1,4,True,2023-06-01,Stolen,3B,2023,2024,26.3,2024,26.3
80,80,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,666200,Jesús Luzardo,593428,Xander Bogaerts,L,Nick Fortes,663743,1,3,6,True,2023-06-01,Stolen,2B,2023,2024,26.3,2024,26.3
81,81,1B,2B,Stolen Base 2B,630105,Jake Cronenworth,598264,Matt Barnes,596142,Gary Sánchez,R,Nick Fortes,663743,1,7,6,True,2023-06-01,Stolen,2B,2023,2024,26.3,2024,26.3
82,82,1B,2B,Stolen Base 2B,673490,Ha-Seong Kim,666129,Braxton Garrett,665487,Fernando Tatis Jr.,L,Nick Fortes,663743,0,1,3,True,2023-05-31,Stolen,2B,2023,2024,26.3,2024,26.3
83,83,1B,2B,Stolen Base 2B,673490,Ha-Seong Kim,645261,Sandy Alcantara,665742,Juan Soto,R,Nick Fortes,663743,3,2,5,True,2023-05-30,Stolen,2B,2023,2024,26.3,2024,26.3
84,84,1B,2B,Stolen Base 2B,663757,Trent Grisham,645261,Sandy Alcantara,673490,Ha-Seong Kim,R,Nick Fortes,663743,4,2,7,True,2023-05-30,Stolen,2B,2023,2024,26.3,2024,26.3
85,85,1B,2B,Stolen Base 2B,665742,Juan Soto,656945,Tanner Scott,593428,Xander Bogaerts,L,Nick Fortes,663743,4,4,7,True,2023-05-30,Stolen,2B,2023,2024,26.3,2024,26.3
86,86,1B,,Caught Stealing 2B,640492,José Azocar,608638,JT Chargois,663757,Trent Grisham,R,Nick Fortes,663743,4,4,8,True,2023-05-30,Caught,2B,2023,2024,26.3,2024,26.3
87,87,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,571670,Dylan Floro,665742,Juan Soto,R,Nick Fortes,663743,4,4,9,True,2023-05-30,Stolen,2B,2023,2024,26.3,2024,26.3
88,88,1B,2B,Stolen Base 2B,663757,Trent Grisham,663773,Bryan Hoeing,673490,Ha-Seong Kim,R,Nick Fortes,663743,4,9,9,True,2023-05-30,Stolen,2B,2023,2024,26.3,2024,26.3
89,89,1B,2B,Stolen Base 2B,570482,Gio Urshela,663773,Bryan Hoeing,650859,Luis Rengifo,R,Nick Fortes,663743,2,3,6,False,2023-05-26,Stolen,2B,2023,2024,26.3,2024,26.3
90,90,1B,,Caught Stealing 2B,545341,Randal Grichuk,677053,Andrew Nardi,641857,Ryan McMahon,L,Nick Fortes,663743,2,2,6,False,2023-05-25,Caught,2B,2023,2024,26.3,2024,26.3
91,91,2B,3B,Stolen Base 3B,676701,Alan Trejo,608638,JT Chargois,592178,Kris Bryant,R,Nick Fortes,663743,2,2,7,False,2023-05-25,Stolen,3B,2023,2024,26.3,2024,26.3
92,92,1B,2B,Stolen Base 2B,642851,Austin Wynns,608638,JT Chargois,592178,Kris Bryant,R,Nick Fortes,663743,2,2,7,False,2023-05-25,Stolen,2B,2023,2024,26.3,2024,26.3
93,93,1B,2B,Stolen Base 2B,641857,Ryan McMahon,623211,Huascar Brazobán,605612,Harold Castro,R,Nick Fortes,663743,5,1,5,False,2023-05-23,Stolen,2B,2023,2024,26.3,2024,26.3
94,94,1B,2B,Stolen Base 2B,571745,Mitch Haniger,595345,Steven Okert,573262,Mike Yastrzemski,L,Nick Fortes,663743,6,4,8,False,2023-05-21,Stolen,2B,2023,2024,26.3,2024,26.3
95,95,1B,2B,Stolen Base 2B,669477,Casey Schmitt,595345,Steven Okert,543063,Brandon Crawford,L,Nick Fortes,663743,7,4,8,False,2023-05-21,Stolen,2B,2023,2024,26.3,2024,26.3
96,96,1B,2B,Stolen Base 2B,642731,Thairo Estrada,666129,Braxton Garrett,624424,Michael Conforto,L,Nick Fortes,663743,0,0,1,False,2023-05-20,Stolen,2B,2023,2024,26.3,2024,26.3
97,97,1B,2B,Stolen Base 2B,672515,Gabriel Moreno,666129,Braxton Garrett,682998,Corbin Carroll,L,Nick Fortes,663743,1,1,5,False,2023-05-08,Stolen,2B,2023,2024,26.3,2024,26.3
98,98,1B,2B,Stolen Base 2B,641355,Cody Bellinger,645261,Sandy Alcantara,543333,Eric Hosmer,R,Nick Fortes,663743,0,0,4,False,2023-05-07,Stolen,2B,2023,2024,26.3,2024,26.3
99,99,1B,2B,Stolen Base 2B,621550,Patrick Wisdom,640462,A.J. Puk,676369,Nelson Velázquez,L,Nick Fortes,663743,2,2,9,False,2023-05-07,Stolen,2B,2023,2024,26.3,2024,26.3
100,100,1B,2B,Stolen Base 2B,641355,Cody Bellinger,595345,Steven Okert,621550,Patrick Wisdom,L,Nick Fortes,663743,4,4,13,False,2023-05-07,Stolen,2B,2023,2024,26.3,2024,26.3
101,101,1B,2B,Stolen Base 2B,641355,Cody Bellinger,640462,A.J. Puk,641820,Trey Mancini,L,Nick Fortes,663743,1,2,8,False,2023-05-06,Stolen,2B,2023,2024,26.3,2024,26.3
102,102,1B,2B,Stolen Base 2B,663538,Nico Hoerner,592346,Chi Chi González,621020,Dansby Swanson,R,Nick Fortes,663743,4,2,8,False,2023-05-06,Stolen,2B,2023,2024,26.3,2024,26.3
103,103,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,666200,Jesús Luzardo,621566,Matt Olson,L,Nick Fortes,663743,2,3,2,True,2023-05-04,Stolen,2B,2023,2024,26.3,2024,26.3
104,104,1B,2B,Stolen Base 2B,607680,Kevin Pillar,623211,Huascar Brazobán,660670,Ronald Acuña Jr.,R,Nick Fortes,663743,3,4,6,True,2023-05-04,Stolen,2B,2023,2024,26.3,2024,26.3
105,105,1B,2B,Stolen Base 2B,607680,Kevin Pillar,666129,Braxton Garrett,660670,Ronald Acuña Jr.,L,Nick Fortes,663743,0,0,3,False,2023-04-27,Stolen,2B,2023,2024,26.3,2024,26.3
106,106,2B,3B,Stolen Base 3B,660670,Ronald Acuña Jr.,663773,Bryan Hoeing,663586,Austin Riley,R,Nick Fortes,663743,1,0,1,False,2023-04-25,Stolen,3B,2023,2024,26.3,2024,26.3
107,107,1B,2B,Stolen Base 2B,647304,Josh Naylor,666200,Jesús Luzardo,572287,Mike Zunino,L,Nick Fortes,663743,3,1,3,False,2023-04-23,Stolen,2B,2023,2024,26.3,2024,26.3
108,108,2B,3B,Stolen Base 3B,642708,Amed Rosario,666200,Jesús Luzardo,605137,Josh Bell,L,Nick Fortes,663743,4,1,5,False,2023-04-23,Stolen,3B,2023,2024,26.3,2024,26.3
109,109,2B,3B,Stolen Base 3B,516782,Starling Marte,666129,Braxton Garrett,596019,Francisco Lindor,L,Nick Fortes,663743,0,3,1,False,2023-04-09,Stolen,3B,2023,2024,26.3,2024,26.3
110,110,1B,2B,Stolen Base 2B,607043,Brandon Nimmo,665795,Edward Cabrera,596019,Francisco Lindor,R,Nick Fortes,663743,0,0,1,False,2023-04-07,Stolen,2B,2023,2024,26.3,2024,26.3
111,111,1B,2B,Stolen Base 2B,596019,Francisco Lindor,598264,Matt Barnes,624413,Pete Alonso,R,Nick Fortes,663743,4,0,6,False,2023-04-07,Stolen,2B,2023,2024,26.3,2024,26.3
112,112,1B,2B,Stolen Base 2B,607043,Brandon Nimmo,665795,Edward Cabrera,596019,Francisco Lindor,R,Nick Fortes,663743,0,0,1,False,2023-04-06,Stolen,2B,2023,2024,26.3,2024,26.3
113,113,1B,2B,Stolen Base 2B,596019,Francisco Lindor,598264,Matt Barnes,624413,Pete Alonso,R,Nick Fortes,663743,4,0,6,False,2023-04-06,Stolen,2B,2023,2024,26.3,2024,26.3
114,114,1B,,Caught Stealing 2B,650489,Willi Castro,666200,Jesús Luzardo,572191,Michael A. Taylor,L,Nick Fortes,663743,1,0,3,True,2023-04-05,Caught,2B,2023,2024,26.3,2024,26.3
115,115,1B,2B,Stolen Base 2B,572191,Michael A. Taylor,666200,Jesús Luzardo,621439,Byron Buxton,L,Nick Fortes,663743,1,0,6,True,2023-04-05,Stolen,2B,2023,2024,26.3,2024,26.3
116,116,1B,2B,Stolen Base 2B,607043,Brandon Nimmo,598264,Matt Barnes,596019,Francisco Lindor,R,Nick Fortes,663743,2,4,6,True,2023-04-01,Stolen,2B,2023,2024,26.3,2024,26.3
117,117,1B,2B,Stolen Base 2B,678894,Liover Peguero,665795,Edward Cabrera,656582,Connor Joe,R,Nick Fortes,663743,2,0,4,False,2023-09-29,Stolen,2B,2023,2024,26.3,2024,26.3
118,118,1B,2B,Stolen Base 2B,596019,Francisco Lindor,666200,Jesús Luzardo,668901,Mark Vientos,L,Nick Fortes,663743,0,0,4,False,2023-09-28,Stolen,2B,2023,2024,26.3,2024,26.3
119,119,1B,2B,Stolen Base 2B,668930,Brice Turang,663773,Bryan Hoeing,663368,Blake Perkins,R,Nick Fortes,663743,0,10,2,True,2023-09-22,Stolen,2B,2023,2024,26.3,2024,26.3
120,120,2B,3B,Stolen Base 3B,596019,Francisco Lindor,666129,Braxton Garrett,682626,Francisco Alvarez,L,Nick Fortes,663743,0,1,3,True,2023-09-19,Stolen,3B,2023,2024,26.3,2024,26.3
121,121,1B,2B,Stolen Base 2B,547180,Bryce Harper,663773,Bryan Hoeing,592663,J.T. Realmuto,R,Nick Fortes,663743,2,0,1,False,2023-09-10,Stolen,2B,2023,2024,26.3,2024,26.3
122,122,1B,2B,Stolen Base 2B,669016,Brandon Marsh,663773,Bryan Hoeing,592206,Nick Castellanos,R,Nick Fortes,663743,3,0,4,False,2023-09-10,Stolen,2B,2023,2024,26.3,2024,26.3
123,123,1B,2B,Stolen Base 2B,605141,Mookie Betts,666129,Braxton Garrett,518692,Freddie Freeman,L,Nick Fortes,663743,0,0,3,True,2023-09-07,Stolen,2B,2023,2024,26.3,2024,26.3
124,124,1B,,Caught Stealing 2B,642708,Amed Rosario,656970,Devin Smeltzer,571970,Max Muncy,L,Nick Fortes,663743,0,6,6,True,2023-09-07,Caught,2B,2023,2024,26.3,2024,26.3
125,125,1B,2B,Stolen Base 2B,669257,Will Smith,666200,Jesús Luzardo,642708,Amed Rosario,L,Nick Fortes,663743,0,2,3,True,2023-09-05,Stolen,2B,2023,2024,26.3,2024,26.3
