,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year,Sprint
17,17,17,17,17,17,17,8632,1B,2B,Stolen Base 2B,641857,Ryan McMahon,504379,Juan Nicasio,435622,Ian Desmond,R,J.T. Realmuto,592663,2,2,11,False,2019-04-19,Stolen,2B,2019,2020,26.0,2020,26.0,2020,26.0,2020,26.0,2020,26.0,2020,26.0,2020,26.0
18,18,18,18,18,18,18,60,1B,2B,Stolen Base 2B,641857,Ryan McMahon,680686,Josiah Gray,553869,Elias Díaz,R,Keibert Ruiz,660688,0,3,4,False,2021-09-27,Stolen,2B,2021,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8
19,19,19,19,19,19,19,276,1B,2B,Stolen Base 2B,641857,Ryan McMahon,657053,Touki Toussaint,553869,Elias Díaz,R,Travis d'Arnaud,518595,1,2,4,True,2021-09-14,Stolen,2B,2021,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8
20,20,20,20,20,20,20,1485,1B,2B,Stolen Base 2B,641857,Ryan McMahon,502202,Brad Boxberger,663898,Brendan Rodgers,R,Manny Piña,444489,4,4,8,True,2021-06-26,Stolen,2B,2021,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8
21,21,21,21,21,21,21,1959,1B,2B,Stolen Base 2B,641857,Ryan McMahon,573186,Marcus Stroman,596115,Trevor Story,R,Tomás Nido,621512,0,0,1,True,2021-05-27,Stolen,2B,2021,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8
22,22,22,22,22,22,22,2124,1B,2B,Stolen Base 2B,641857,Ryan McMahon,656546,Jeff Hoffman,641658,Garrett Hampson,R,Tyler Stephenson,663886,0,0,1,False,2021-05-16,Stolen,2B,2021,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8
23,23,23,23,23,23,23,2683,1B,2B,Stolen Base 2B,641857,Ryan McMahon,543101,Anthony DeSclafani,624513,Dom Nuñez,R,Curt Casali,592200,2,0,4,True,2021-04-11,Stolen,2B,2021,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8
24,24,24,24,24,24,24,1984,1B,2B,Stolen Base 2B,641857,Ryan McMahon,680686,Josiah Gray,553869,Elias Díaz,R,Keibert Ruiz,660688,0,3,4,False,2021-09-27,Stolen,2B,2021,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8
25,25,25,25,25,25,25,2200,1B,2B,Stolen Base 2B,641857,Ryan McMahon,657053,Touki Toussaint,553869,Elias Díaz,R,Travis d'Arnaud,518595,1,2,4,True,2021-09-14,Stolen,2B,2021,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8
26,26,26,26,26,26,26,3409,1B,2B,Stolen Base 2B,641857,Ryan McMahon,502202,Brad Boxberger,663898,Brendan Rodgers,R,Manny Piña,444489,4,4,8,True,2021-06-26,Stolen,2B,2021,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8
27,27,27,27,27,27,27,3883,1B,2B,Stolen Base 2B,641857,Ryan McMahon,573186,Marcus Stroman,596115,Trevor Story,R,Tomás Nido,621512,0,0,1,True,2021-05-27,Stolen,2B,2021,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8
28,28,28,28,28,28,28,4048,1B,2B,Stolen Base 2B,641857,Ryan McMahon,656546,Jeff Hoffman,641658,Garrett Hampson,R,Tyler Stephenson,663886,0,0,1,False,2021-05-16,Stolen,2B,2021,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8
29,29,29,29,29,29,29,4607,1B,2B,Stolen Base 2B,641857,Ryan McMahon,543101,Anthony DeSclafani,624513,Dom Nuñez,R,Curt Casali,592200,2,0,4,True,2021-04-11,Stolen,2B,2021,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8,2022,25.8
30,30,30,30,30,30,30,727,2B,,Caught Stealing 3B,641857,Ryan McMahon,641835,Tim Mayza,666134,Nolan Jones,L,Alejandro Kirk,672386,8,5,6,False,2023-09-02,Caught,3B,2023,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9
31,31,31,31,31,31,31,1275,1B,,Caught Stealing 2B,641857,Ryan McMahon,606303,Joel Payamps,605612,Harold Castro,R,William Contreras,661388,5,5,8,True,2023-08-09,Caught,2B,2023,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9
32,32,32,32,32,32,32,1911,1B,2B,Stolen Base 2B,641857,Ryan McMahon,676254,Ryan Walker,592178,Kris Bryant,R,Patrick Bailey,672275,0,0,1,True,2023-07-08,Stolen,2B,2023,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9
33,33,33,33,33,33,33,3008,1B,2B,Stolen Base 2B,641857,Ryan McMahon,623211,Huascar Brazobán,605612,Harold Castro,R,Nick Fortes,663743,5,1,5,False,2023-05-23,Stolen,2B,2023,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9
34,34,34,34,34,34,34,3203,1B,,Caught Stealing 2B,641857,Ryan McMahon,605400,Aaron Nola,678662,Ezequiel Tovar,R,J.T. Realmuto,592663,2,0,1,False,2023-05-14,Caught,2B,2023,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9
35,35,35,35,35,35,35,3218,1B,2B,Stolen Base 2B,641857,Ryan McMahon,641401,Connor Brogdon,686668,Brenton Doyle,R,Garrett Stubbs,596117,3,4,6,False,2023-05-13,Stolen,2B,2023,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9
36,36,36,36,36,36,36,3255,1B,,Caught Stealing 2B,641857,Ryan McMahon,592836,Taijuan Walker,605612,Harold Castro,R,Garrett Stubbs,596117,0,0,2,False,2023-05-12,Caught,2B,2023,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9
37,37,37,37,37,37,37,3311,1B,2B,Stolen Base 2B,641857,Ryan McMahon,670059,Colin Holderman,676701,Alan Trejo,R,Austin Hedges,595978,3,4,8,True,2023-05-10,Stolen,2B,2023,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9
38,38,38,38,38,38,38,5141,2B,,Caught Stealing 3B,641857,Ryan McMahon,641835,Tim Mayza,666134,Nolan Jones,L,Alejandro Kirk,672386,8,5,6,False,2023-09-02,Caught,3B,2023,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9
39,39,39,39,39,39,39,5689,1B,,Caught Stealing 2B,641857,Ryan McMahon,606303,Joel Payamps,605612,Harold Castro,R,William Contreras,661388,5,5,8,True,2023-08-09,Caught,2B,2023,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9
40,40,40,40,40,40,40,6325,1B,2B,Stolen Base 2B,641857,Ryan McMahon,676254,Ryan Walker,592178,Kris Bryant,R,Patrick Bailey,672275,0,0,1,True,2023-07-08,Stolen,2B,2023,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9
41,41,41,41,41,41,41,7422,1B,2B,Stolen Base 2B,641857,Ryan McMahon,623211,Huascar Brazobán,605612,Harold Castro,R,Nick Fortes,663743,5,1,5,False,2023-05-23,Stolen,2B,2023,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9
42,42,42,42,42,42,42,7617,1B,,Caught Stealing 2B,641857,Ryan McMahon,605400,Aaron Nola,678662,Ezequiel Tovar,R,J.T. Realmuto,592663,2,0,1,False,2023-05-14,Caught,2B,2023,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9
43,43,43,43,43,43,43,7632,1B,2B,Stolen Base 2B,641857,Ryan McMahon,641401,Connor Brogdon,686668,Brenton Doyle,R,Garrett Stubbs,596117,3,4,6,False,2023-05-13,Stolen,2B,2023,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9
44,44,44,44,44,44,44,7669,1B,,Caught Stealing 2B,641857,Ryan McMahon,592836,Taijuan Walker,605612,Harold Castro,R,Garrett Stubbs,596117,0,0,2,False,2023-05-12,Caught,2B,2023,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9
45,45,45,45,45,45,45,7725,1B,2B,Stolen Base 2B,641857,Ryan McMahon,670059,Colin Holderman,676701,Alan Trejo,R,Austin Hedges,595978,3,4,8,True,2023-05-10,Stolen,2B,2023,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9,2024,25.9
46,46,46,46,46,46,46,83,1B,2B,Stolen Base 2B,641857,Ryan McMahon,640455,Sean Manaea,545341,Randal Grichuk,L,Jorge Alfaro,595751,0,1,2,False,2022-07-11,Stolen,2B,2022,2023,25.8,2023,25.8,2023,25.8,2023,25.8,2023,25.8,2023,25.8,2023,25.8
47,47,47,47,47,47,47,175,1B,2B,Stolen Base 2B,641857,Ryan McMahon,669952,Mitch White,545341,Randal Grichuk,R,Austin Barnes,605131,0,0,2,True,2022-07-06,Stolen,2B,2022,2023,25.8,2023,25.8,2023,25.8,2023,25.8,2023,25.8,2023,25.8,2023,25.8
48,48,48,48,48,48,48,194,1B,2B,Stolen Base 2B,641857,Ryan McMahon,641360,Phil Bickford,602074,Yonathan Daza,R,Will Smith,669257,4,2,7,True,2022-07-05,Stolen,2B,2022,2023,25.8,2023,25.8,2023,25.8,2023,25.8,2023,25.8,2023,25.8,2023,25.8
49,49,49,49,49,49,49,270,1B,2B,Stolen Base 2B,641857,Ryan McMahon,605525,J.B. Wendelken,656582,Connor Joe,R,Carson Kelly,608348,7,5,6,False,2022-07-02,Stolen,2B,2022,2023,25.8,2023,25.8,2023,25.8,2023,25.8,2023,25.8,2023,25.8,2023,25.8
50,50,50,50,50,50,50,699,1B,,Caught Stealing 2B,641857,Ryan McMahon,657277,Logan Webb,602074,Yonathan Daza,R,Curt Casali,592200,0,0,2,True,2022-06-09,Caught,2B,2022,2023,25.8,2023,25.8,2023,25.8,2023,25.8,2023,25.8,2023,25.8,2023,25.8
51,51,51,51,51,51,51,1536,1B,,Caught Stealing 2B,641857,Ryan McMahon,665621,Rony García,578428,Jose Iglesias,R,Tucker Barnhart,571466,1,6,5,True,2022-04-24,Caught,2B,2022,2023,25.8,2023,25.8,2023,25.8,2023,25.8,2023,25.8,2023,25.8,2023,25.8
