,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year,Sprint
10,10,10,10,10,10,10,2056,1B,2B,Caught Stealing 3B,663457,Lars Nootbaar,543037,Gerrit Cole,502671,Paul Goldschmidt,R,Jose Trevino,624431,0,0,1,False,2023-07-02,Caught,3B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
11,11,11,11,11,11,11,2944,1B,,Caught Stealing 2B,663457,Lars Nootbaar,669456,Shane Bieber,502671,Paul Goldschmidt,R,Mike Zunino,572287,0,0,3,True,2023-05-26,Caught,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
12,12,12,12,12,12,12,3265,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,445276,Kenley Jansen,669357,Nolan Gorman,R,Connor Wong,657136,6,8,9,True,2023-05-12,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
13,13,13,13,13,13,13,3346,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,573186,Marcus Stroman,575929,Willson Contreras,R,Miguel Amaya,665804,1,2,6,True,2023-05-08,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
14,14,14,14,14,14,14,3409,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,605513,Spencer Turnbull,502671,Paul Goldschmidt,R,Eric Haase,606992,3,0,2,False,2023-05-06,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
15,15,15,15,15,15,15,3599,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,669160,Dustin May,502671,Paul Goldschmidt,R,Austin Barnes,605131,2,2,3,True,2023-04-28,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
16,16,16,16,16,16,16,3922,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,672710,Roansy Contreras,669242,Tommy Edman,R,Jason Delay,641511,2,2,4,False,2023-04-15,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
17,17,17,17,17,17,17,4703,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,656730,Trevor Megill,502671,Paul Goldschmidt,R,William Contreras,661388,0,0,1,False,2023-09-19,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
18,18,18,18,18,18,18,4901,2B,3B,Stolen Base 3B,663457,Lars Nootbaar,665152,Dean Kremer,502671,Paul Goldschmidt,R,Adley Rutschman,668939,2,1,3,True,2023-09-11,Stolen,3B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
19,19,19,19,19,19,19,5118,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,669796,Jose E. Hernandez,669357,Nolan Gorman,L,Jason Delay,641511,6,4,8,False,2023-09-03,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
20,20,20,20,20,20,20,5685,2B,3B,Stolen Base 3B,663457,Lars Nootbaar,687330,Kevin Kelly,571448,Nolan Arenado,R,René Pinto,650907,2,2,3,True,2023-08-09,Stolen,3B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
21,21,21,21,21,21,21,6115,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,573186,Marcus Stroman,502671,Paul Goldschmidt,R,Yan Gomes,543228,0,3,4,True,2023-07-20,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
22,22,22,22,22,22,22,6164,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,665795,Edward Cabrera,571448,Nolan Arenado,R,Nick Fortes,663743,0,0,4,False,2023-07-18,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
23,23,23,23,23,23,23,6470,1B,2B,Caught Stealing 3B,663457,Lars Nootbaar,543037,Gerrit Cole,502671,Paul Goldschmidt,R,Jose Trevino,624431,0,0,1,False,2023-07-02,Caught,3B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
24,24,24,24,24,24,24,7358,1B,,Caught Stealing 2B,663457,Lars Nootbaar,669456,Shane Bieber,502671,Paul Goldschmidt,R,Mike Zunino,572287,0,0,3,True,2023-05-26,Caught,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
25,25,25,25,25,25,25,7679,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,445276,Kenley Jansen,669357,Nolan Gorman,R,Connor Wong,657136,6,8,9,True,2023-05-12,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
26,26,26,26,26,26,26,7760,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,573186,Marcus Stroman,575929,Willson Contreras,R,Miguel Amaya,665804,1,2,6,True,2023-05-08,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
27,27,27,27,27,27,27,7823,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,605513,Spencer Turnbull,502671,Paul Goldschmidt,R,Eric Haase,606992,3,0,2,False,2023-05-06,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
28,28,28,28,28,28,28,8013,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,669160,Dustin May,502671,Paul Goldschmidt,R,Austin Barnes,605131,2,2,3,True,2023-04-28,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
29,29,29,29,29,29,29,8336,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,672710,Roansy Contreras,669242,Tommy Edman,R,Jason Delay,641511,2,2,4,False,2023-04-15,Stolen,2B,2023,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0,2024,27.0
30,30,30,30,30,30,30,1556,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,641816,Tyler Mahle,664056,Harrison Bader,R,Aramis Garcia,605244,0,1,4,True,2022-04-23,Stolen,2B,2022,2023,27.8,2023,27.8,2023,27.8,2023,27.8,2023,27.8,2023,27.8,2023,27.8
