,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year,Sprint
13,13,13,7347,1B,,Caught Stealing 2B,493114,Norichika Aoki,448179,Rich Hill,429664,Robinson Canó,L,Stephen Vogt,519390,0,2,1,False,2016-04-09,Caught,2B,2016,2017,27.2,2017,27.2,2017,27.2
14,14,14,400,1B,2B,Stolen Base 2B,493114,Norichika Aoki,593417,Raúl Alcántara,452234,Seth Smith,R,Stephen Vogt,519390,2,2,3,True,2016-09-11,Stolen,2B,2016,2017,27.2,2017,27.2,2017,27.2
15,15,15,861,1B,,Caught Stealing 2B,493114,Norichika Aoki,519085,Brett Oberholtzer,429711,Franklin Gutierrez,L,Jett Bandy,542908,5,6,8,True,2016-08-16,Caught,2B,2016,2017,27.2,2017,27.2,2017,27.2
16,16,16,1104,1B,2B,Stolen Base 2B,493114,Norichika Aoki,453311,Tim Lincecum,452234,Seth Smith,R,Jett Bandy,542908,0,3,1,False,2016-08-05,Stolen,2B,2016,2017,27.2,2017,27.2,2017,27.2
17,17,17,1105,1B,2B,Stolen Base 2B,493114,Norichika Aoki,477569,Fernando Salas,628338,Guillermo Heredia,R,Jett Bandy,542908,6,4,8,False,2016-08-05,Stolen,2B,2016,2017,27.2,2017,27.2,2017,27.2
18,18,18,2153,1B,2B,Stolen Base 2B,493114,Norichika Aoki,471911,Carlos Carrasco,452234,Seth Smith,R,Chris Gimenez,460269,2,0,3,False,2016-06-08,Stolen,2B,2016,2017,27.2,2017,27.2,2017,27.2
19,19,19,2268,1B,2B,Stolen Base 2B,493114,Norichika Aoki,407819,Matt Thornton,429711,Franklin Gutierrez,L,Derek Norris,519083,12,16,7,True,2016-06-02,Stolen,2B,2016,2017,27.2,2017,27.2,2017,27.2
20,20,20,2422,1B,,Caught Stealing 2B,493114,Norichika Aoki,608665,Kendall Graveman,547982,Leonys Martin,R,Stephen Vogt,519390,1,0,2,False,2016-05-24,Caught,2B,2016,2017,27.2,2017,27.2,2017,27.2
21,21,21,2689,1B,,Caught Stealing 2B,493114,Norichika Aoki,517008,Alex Colomé,606466,Ketel Marte,R,Curt Casali,592200,5,4,8,False,2016-05-11,Caught,2B,2016,2017,27.2,2017,27.2,2017,27.2
22,22,22,2803,1B,,Caught Stealing 2B,493114,Norichika Aoki,606965,Chris Devenski,452234,Seth Smith,R,Jason Castro,488771,0,0,1,True,2016-05-05,Caught,2B,2016,2017,27.2,2017,27.2,2017,27.2
23,23,23,2837,2B,3B,Stolen Base 3B,493114,Norichika Aoki,519240,Marc Rzepczynski,452234,Seth Smith,L,Stephen Vogt,519390,1,4,7,True,2016-05-02,Stolen,3B,2016,2017,27.2,2017,27.2,2017,27.2
24,24,24,2903,1B,,Caught Stealing 2B,493114,Norichika Aoki,460024,Luke Hochevar,452234,Seth Smith,R,Salvador Perez,521692,1,0,8,False,2016-04-29,Caught,2B,2016,2017,27.2,2017,27.2,2017,27.2
25,25,25,3007,1B,2B,Stolen Base 2B,493114,Norichika Aoki,474284,Cory Rasmus,452234,Seth Smith,R,Geovany Soto,434567,4,9,9,True,2016-04-24,Stolen,2B,2016,2017,27.2,2017,27.2,2017,27.2
26,26,26,3271,1B,,Caught Stealing 2B,493114,Norichika Aoki,407890,Colby Lewis,572122,Kyle Seager,R,Brett Nicholas,592592,0,0,1,False,2016-04-11,Caught,2B,2016,2017,27.2,2017,27.2,2017,27.2
27,27,27,3312,1B,,Caught Stealing 2B,493114,Norichika Aoki,448179,Rich Hill,429664,Robinson Canó,L,Stephen Vogt,519390,0,2,1,False,2016-04-09,Caught,2B,2016,2017,27.2,2017,27.2,2017,27.2
28,28,28,3807,1B,2B,Stolen Base 2B,493114,Norichika Aoki,593417,Raúl Alcántara,452234,Seth Smith,R,Stephen Vogt,519390,2,2,3,True,2016-09-11,Stolen,2B,2016,2017,27.2,2017,27.2,2017,27.2
29,29,29,4268,1B,,Caught Stealing 2B,493114,Norichika Aoki,519085,Brett Oberholtzer,429711,Franklin Gutierrez,L,Jett Bandy,542908,5,6,8,True,2016-08-16,Caught,2B,2016,2017,27.2,2017,27.2,2017,27.2
30,30,30,4511,1B,2B,Stolen Base 2B,493114,Norichika Aoki,453311,Tim Lincecum,452234,Seth Smith,R,Jett Bandy,542908,0,3,1,False,2016-08-05,Stolen,2B,2016,2017,27.2,2017,27.2,2017,27.2
31,31,31,4512,1B,2B,Stolen Base 2B,493114,Norichika Aoki,477569,Fernando Salas,628338,Guillermo Heredia,R,Jett Bandy,542908,6,4,8,False,2016-08-05,Stolen,2B,2016,2017,27.2,2017,27.2,2017,27.2
32,32,32,5560,1B,2B,Stolen Base 2B,493114,Norichika Aoki,471911,Carlos Carrasco,452234,Seth Smith,R,Chris Gimenez,460269,2,0,3,False,2016-06-08,Stolen,2B,2016,2017,27.2,2017,27.2,2017,27.2
33,33,33,5675,1B,2B,Stolen Base 2B,493114,Norichika Aoki,407819,Matt Thornton,429711,Franklin Gutierrez,L,Derek Norris,519083,12,16,7,True,2016-06-02,Stolen,2B,2016,2017,27.2,2017,27.2,2017,27.2
34,34,34,5829,1B,,Caught Stealing 2B,493114,Norichika Aoki,608665,Kendall Graveman,547982,Leonys Martin,R,Stephen Vogt,519390,1,0,2,False,2016-05-24,Caught,2B,2016,2017,27.2,2017,27.2,2017,27.2
35,35,35,6096,1B,,Caught Stealing 2B,493114,Norichika Aoki,517008,Alex Colomé,606466,Ketel Marte,R,Curt Casali,592200,5,4,8,False,2016-05-11,Caught,2B,2016,2017,27.2,2017,27.2,2017,27.2
36,36,36,6210,1B,,Caught Stealing 2B,493114,Norichika Aoki,606965,Chris Devenski,452234,Seth Smith,R,Jason Castro,488771,0,0,1,True,2016-05-05,Caught,2B,2016,2017,27.2,2017,27.2,2017,27.2
37,37,37,6244,2B,3B,Stolen Base 3B,493114,Norichika Aoki,519240,Marc Rzepczynski,452234,Seth Smith,L,Stephen Vogt,519390,1,4,7,True,2016-05-02,Stolen,3B,2016,2017,27.2,2017,27.2,2017,27.2
38,38,38,6310,1B,,Caught Stealing 2B,493114,Norichika Aoki,460024,Luke Hochevar,452234,Seth Smith,R,Salvador Perez,521692,1,0,8,False,2016-04-29,Caught,2B,2016,2017,27.2,2017,27.2,2017,27.2
39,39,39,6414,1B,2B,Stolen Base 2B,493114,Norichika Aoki,474284,Cory Rasmus,452234,Seth Smith,R,Geovany Soto,434567,4,9,9,True,2016-04-24,Stolen,2B,2016,2017,27.2,2017,27.2,2017,27.2
40,40,40,6678,1B,,Caught Stealing 2B,493114,Norichika Aoki,407890,Colby Lewis,572122,Kyle Seager,R,Brett Nicholas,592592,0,0,1,False,2016-04-11,Caught,2B,2016,2017,27.2,2017,27.2,2017,27.2
41,41,41,6719,1B,,Caught Stealing 2B,493114,Norichika Aoki,448179,Rich Hill,429664,Robinson Canó,L,Stephen Vogt,519390,0,2,1,False,2016-04-09,Caught,2B,2016,2017,27.2,2017,27.2,2017,27.2
42,42,42,933,2B,,Caught Stealing 3B,493114,Norichika Aoki,434538,Francisco Liriano,434636,Ángel Pagán,L,Francisco Cervelli,465041,1,0,3,False,2015-06-03,Caught,3B,2015,2016,27.2,2016,27.2,2016,27.2
43,43,43,965,1B,2B,Stolen Base 2B,493114,Norichika Aoki,543037,Gerrit Cole,452254,Hunter Pence,R,Chris Stewart,455755,0,0,1,False,2015-06-01,Stolen,2B,2015,2016,27.2,2016,27.2,2016,27.2
44,44,44,1079,2B,,Caught Stealing 3B,493114,Norichika Aoki,592341,David Goforth,452254,Hunter Pence,R,Martín Maldonado,455117,3,6,9,True,2015-05-26,Caught,3B,2015,2016,27.2,2016,27.2,2016,27.2
45,45,45,1108,1B,2B,Stolen Base 2B,493114,Norichika Aoki,519293,Will Smith,605412,Joe Panik,L,Martín Maldonado,455117,4,6,6,True,2015-05-25,Stolen,2B,2015,2016,27.2,2016,27.2,2016,27.2
46,46,46,1289,1B,2B,Stolen Base 2B,493114,Norichika Aoki,543101,Anthony DeSclafani,605412,Joe Panik,R,Brayan Peña,430910,0,4,2,True,2015-05-17,Stolen,2B,2015,2016,27.2,2016,27.2,2016,27.2
47,47,47,1375,1B,,Caught Stealing 2B,493114,Norichika Aoki,543521,Collin McHugh,605412,Joe Panik,R,Jason Castro,488771,0,0,1,True,2015-05-12,Caught,2B,2015,2016,27.2,2016,27.2,2016,27.2
48,48,48,1411,1B,2B,Stolen Base 2B,493114,Norichika Aoki,502009,Mat Latos,622110,Matt Duffy,R,Jhonatan Solano,500207,0,1,6,False,2015-05-10,Stolen,2B,2015,2016,27.2,2016,27.2,2016,27.2
49,49,49,1549,1B,2B,Stolen Base 2B,493114,Norichika Aoki,475115,Tyson Ross,605412,Joe Panik,R,Derek Norris,519083,0,0,3,False,2015-05-04,Stolen,2B,2015,2016,27.2,2016,27.2,2016,27.2
50,50,50,1590,2B,3B,Stolen Base 3B,493114,Norichika Aoki,502327,Héctor Santiago,434636,Ángel Pagán,L,Drew Butera,460077,2,0,2,False,2015-05-02,Stolen,3B,2015,2016,27.2,2016,27.2,2016,27.2
51,51,51,1694,1B,2B,Stolen Base 2B,493114,Norichika Aoki,474463,Brett Anderson,605412,Joe Panik,L,Yasmani Grandal,518735,0,0,3,True,2015-04-27,Stolen,2B,2015,2016,27.2,2016,27.2,2016,27.2
52,52,52,1757,2B,3B,Stolen Base 3B,493114,Norichika Aoki,407822,Jorge De La Rosa,434636,Ángel Pagán,L,Nick Hundley,460026,2,2,5,True,2015-04-25,Stolen,3B,2015,2016,27.2,2016,27.2,2016,27.2
53,53,53,1817,1B,,Caught Stealing 2B,493114,Norichika Aoki,477132,Clayton Kershaw,622110,Matt Duffy,L,A.J. Ellis,454560,2,0,6,False,2015-04-22,Caught,2B,2015,2016,27.2,2016,27.2,2016,27.2
54,54,54,1841,1B,2B,Stolen Base 2B,493114,Norichika Aoki,474463,Brett Anderson,434636,Ángel Pagán,L,Yasmani Grandal,518735,0,0,1,False,2015-04-21,Stolen,2B,2015,2016,27.2,2016,27.2,2016,27.2
55,55,55,1946,1B,,Caught Stealing 2B,493114,Norichika Aoki,605151,Archie Bradley,453923,Grégor Blanco,R,Tuffy Gosewisch,488912,1,1,3,False,2015-04-16,Caught,2B,2015,2016,27.2,2016,27.2,2016,27.2
56,56,56,1957,1B,2B,Stolen Base 2B,493114,Norichika Aoki,554431,Tyler Matzek,622110,Matt Duffy,L,Michael McKenry,502374,0,3,1,False,2015-04-15,Stolen,2B,2015,2016,27.2,2016,27.2,2016,27.2
57,57,57,1978,1B,2B,Stolen Base 2B,493114,Norichika Aoki,623184,Scott Oberg,605412,Joe Panik,R,Nick Hundley,460026,0,3,5,False,2015-04-14,Stolen,2B,2015,2016,27.2,2016,27.2,2016,27.2
58,58,58,2020,1B,2B,Stolen Base 2B,493114,Norichika Aoki,572750,Eddie Butler,605412,Joe Panik,R,Nick Hundley,460026,0,0,2,False,2015-04-13,Stolen,2B,2015,2016,27.2,2016,27.2,2016,27.2
